pl_name,hostname,pl_orbper,pl_rade,pl_bmasse
Kepler-1428 b,Kepler-1428,10.67607169,1.64,3.33
Kepler-1844 b,Kepler-1844,3.92451,3.036,9.46
Kepler-441 b,Kepler-441,207.2482,1.64,3.33
Kepler-692 b,Kepler-692,21.81293494,3.11,9.85
Kepler-136 c,Kepler-136,16.399235,1.99,4.62
Kepler-181 b,Kepler-181,3.137873,1.27,2.15
Kepler-181 c,Kepler-181,4.302149,1.99,4.62
Kepler-172 e,Kepler-172,35.118736,2.76,8.05
Kepler-183 c,Kepler-183,11.637071,2.27,35.7
Kepler-1205 b,Kepler-1205,1.07839035,1.41,2.57
Kepler-355 b,Kepler-355,11.03189,1.46,2.73
Kepler-306 b,Kepler-306,4.646186,1.52,2.92
Kepler-359 b,Kepler-359,25.563222,3.53,12.2
Kepler-361 b,Kepler-361,8.486616,1.45,2.7
Kepler-278 c,Kepler-278,51.078775,3.59,12.6
Kepler-751 b,Kepler-751,17.44490636,2.46,6.62
Kepler-2001 c,Kepler-2001,14.09258319,1.82,3.97
Kepler-253 b,Kepler-253,3.783986,1.63,3.29
Kepler-323 c,Kepler-323,3.5538229,1.57,6.8
Kepler-280 b,Kepler-280,2.139542,1.45,2.7
Kepler-139 e,Kepler-139,2047.635373,13.6,426.11582
Kepler-297 b,Kepler-297,38.871826,2.87,48.5
Kepler-276 c,Kepler-276,31.884,2.9,16.6
Kepler-290 c,Kepler-290,36.77031,2.7,7.75
Kepler-1273 b,Kepler-1273,28.625653,2.49,6.76
Kepler-254 d,Kepler-254,18.746477,2.5,6.8
Kepler-422 b,Kepler-422,7.8914483,12.89,136.66
Kepler-424 b,Kepler-424,3.3118644,9.98,327.35
Kepler-234 b,Kepler-234,2.711506,3.7,13.2
Kepler-229 c,Kepler-229,16.068638,4.92,21.5
Kepler-237 b,Kepler-237,4.715106,1.41,2.57
Kepler-251 e,Kepler-251,99.640161,2.77,8.1
Kepler-188 c,Kepler-188,5.996553,3.19,10.3
Kepler-1468 c,Kepler-1468,3.54553021,1.15,1.6
Kepler-534 c,Kepler-534,7.37868977,1.227,2.02
Kepler-243 c,Kepler-243,20.026218,1.99,4.62
Kepler-244 d,Kepler-244,20.050401,2.31,15.2
Kepler-54 b,Kepler-54,8.0109434,2.1,3.09
Kepler-780 b,Kepler-780,0.67737516,0.89,0.64
Kepler-411 b,Kepler-411,3.005156,2.401,25.6
Kepler-401 d,Kepler-401,184.256405,2.27,5.77
Kepler-416 b,Kepler-416,6.319,2.48,58.2
Kepler-365 c,Kepler-365,17.784129,1.64,3.33
Kepler-402 c,Kepler-402,6.124821,1.56,3.05
Kepler-1936 b,Kepler-1936,126.5569992,3.166,10.2
Kepler-54 c,Kepler-54,12.0717249,1.23,2.1
Kepler-54 d,Kepler-54,20.995694,1.53,2.96
EPIC 212297394 c,EPIC 212297394,5.213965,2.27,5.77
WASP-47 d,WASP-47,9.030501,3.65,15.5
Kepler-245 b,Kepler-245,7.49019,2.57,7.13
Kepler-245 e,Kepler-245,3.21982106,1.75,3.71
Kepler-20 f,Kepler-20,19.578328,0.952,1.4
Kepler-20 g,Kepler-20,34.94,4.71,19.96
Kepler-402 d,Kepler-402,8.921099,1.38,2.48
HIP 109600 b,HIP 109600,232.08,13.2,851.7844
Kepler-300 b,Kepler-300,10.446347,1.67,3.43
Kepler-407 b,Kepler-407,0.66931,1.07,3.2
Kepler-212 c,Kepler-212,31.805174,2.74,7.95
Kepler-1550 b,Kepler-1550,225.582809,3.02,9.38
Kepler-565 b,Kepler-565,4.24374723,3.64,12.9
Kepler-560 b,Kepler-560,18.47764449,1.72,3.61
Kepler-213 b,Kepler-213,2.46236,1.62,3.26
Kepler-407 c,Kepler-407,3000.0,12.3,4000.0
Kepler-268 b,Kepler-268,25.934138,2.55,7.04
Kepler-577 b,Kepler-577,25.69578251,2.55,7.04
Kepler-578 b,Kepler-578,1.6168837,2.0,4.66
Kepler-1243 b,Kepler-1243,16.8320729,1.75,3.71
Kepler-1249 b,Kepler-1249,24.3347127,2.38,6.26
Kepler-27 c,Kepler-27,31.3309,4.9,4385.87
Kepler-408 b,Kepler-408,2.46502,0.82,5.0
Kepler-383 c,Kepler-383,31.200751,1.24,2.07
Kepler-273 c,Kepler-273,8.014927,1.98,4.58
Kepler-276 b,Kepler-276,14.12841,2.87,8.6
Kepler-271 b,Kepler-271,10.43547805,1.23,2.04
Kepler-957 b,Kepler-957,5.90741354,5.5,25.9
Kepler-245 c,Kepler-245,17.460812,2.18,225.6
Kepler-256 b,Kepler-256,1.620493,1.59,3.15
Kepler-372 d,Kepler-372,30.092568,1.69,3.5
Kepler-387 c,Kepler-387,11.837549,0.89,0.64
Kepler-390 b,Kepler-390,6.738088,0.82,0.477
Kepler-392 c,Kepler-392,10.423118,1.1,1.37
Kepler-972 b,Kepler-972,7.03932553,4.65,19.5
Kepler-250 d,Kepler-250,17.648312,2.18,5.39
Kepler-251 b,Kepler-251,4.790936,1.33,2.33
Kepler-262 b,Kepler-262,13.060855,1.36,2.42
Kepler-271 d,Kepler-271,5.24972541,0.66,0.219
Kepler-273 b,Kepler-273,2.936532,1.5,2.86
Kepler-834 b,Kepler-834,13.32388301,2.02,4.74
Kepler-399 b,Kepler-399,14.425281,0.96,0.84
Kepler-399 d,Kepler-399,58.034616,1.89,4.23
Kepler-400 c,Kepler-400,17.340824,1.49,2.83
Kepler-306 d,Kepler-306,17.326644,2.47,6.66
Kepler-304 b,Kepler-304,3.295709,2.86,8.55
Kepler-306 c,Kepler-306,7.240193,2.35,6.12
Kepler-430 b,Kepler-430,35.968,3.25,10.6
Kepler-602 b,Kepler-602,15.28469497,2.09,5.02
Kepler-614 b,Kepler-614,14.03491514,2.39,6.3
Kepler-615 b,Kepler-615,10.35584657,1.74,3.68
Kepler-616 b,Kepler-616,9.99761851,2.43,6.48
Kepler-1301 b,Kepler-1301,9.08237046,1.4,2.54
Kepler-835 b,Kepler-835,11.41909375,2.79,8.2
Kepler-1555 b,Kepler-1555,8.10501635,1.61,3.22
Kepler-1563 b,Kepler-1563,3.43276598,0.75,0.347
Kepler-1589 b,Kepler-1589,0.99166527,1.09,1.32
Kepler-1591 b,Kepler-1591,8.18504949,1.27,2.15
Kepler-1952 b,Kepler-1952,27.21080017,1.239,2.07
Kepler-375 b,Kepler-375,12.125934,1.45,2.7
Kepler-374 d,Kepler-374,5.028219,1.31,2.27
Kepler-936 b,Kepler-936,10.56134221,1.45,2.7
Kepler-411 d,Kepler-411,58.02035,3.319,15.2
Kepler-92 b,Kepler-92,13.749,3.51,64.3
Kepler-1027 b,Kepler-1027,1.9078052,0.89,0.64
Kepler-940 b,Kepler-940,59.6225257,3.34,11.1
Kepler-694 b,Kepler-694,6.36584161,2.8,8.25
Kepler-787 b,Kepler-787,0.9283105,1.28,2.18
Kepler-313 c,Kepler-313,32.273273,2.57,7.13
Kepler-326 c,Kepler-326,4.580358,1.4,17.4
Kepler-33 c,Kepler-33,13.17562,3.2,0.39
Kepler-785 b,Kepler-785,1.97376093,13.02,
TOI-1693 b,TOI-1693,1.7666957,1.41,2.57
TOI-2498 b,TOI-2498,3.738252,6.06,34.62
TOI-2524 b,TOI-2524,7.18585,11.209,203.41018
TOI-2145 b,TOI-2145,10.261127,12.419,1767.0
TOI-3321 b,TOI-3321,3.6525145,15.558,176.07694
TOI-2141 b,TOI-2141,18.26157,3.05,24.0
TOI-1824 b,TOI-1824,22.808533,2.744,16.0
HD 63935 c,HD 63935,21.4027,3.065,11.1
Kepler-42 b,Kepler-42,1.2137672,0.78,0.399
Kepler-42 c,Kepler-42,0.45328509,0.73,0.315
Kepler-425 b,Kepler-425,3.79701816,10.962,79.45
Kepler-53 b,Kepler-53,18.6489525,2.89,111.0
Kepler-96 b,Kepler-96,16.2385,2.67,8.46
Kepler-930 b,Kepler-930,71.4517775,2.13,5.18
Kepler-337 b,Kepler-337,3.292781,1.54,2.99
Kepler-33 e,Kepler-33,31.7844,4.02,5.57
Kepler-332 b,Kepler-332,7.626324,1.17,1.71
Kepler-390 c,Kepler-390,13.060022,0.79,0.418
Kepler-392 b,Kepler-392,5.341853,1.0,0.972
Kepler-80 e,Kepler-80,4.64489,1.6,4.13
Kepler-454 b,Kepler-454,10.5737534,2.37,5.4
Kepler-454 c,Kepler-454,524.19,12.9,1433.40612
Kepler-539 b,Kepler-539,125.63243,8.373,308.2951
Kepler-98 b,Kepler-98,1.54168,1.99,3.55
Kepler-543 b,Kepler-543,13.89961966,2.5,6.8
Kepler-545 b,Kepler-545,13.24934059,2.69,7.7
Kepler-700 b,Kepler-700,80.8720639,5.99,30.0
Kepler-394 d,Kepler-394,5.61358023,1.501,2.86
Kepler-393 c,Kepler-393,14.613612,1.33,2.33
Kepler-48 c,Kepler-48,9.67395,2.71,14.61
Kepler-82 d,Kepler-82,2.382961,1.77,3.78
Kepler-48 b,Kepler-48,4.778,1.88,3.94
Kepler-487 d,Kepler-487,2.41839004,2.775,8.12
Kepler-1188 b,Kepler-1188,17.1369543,2.08,4.98
Kepler-1824 b,Kepler-1824,95.61100006,2.381,6.26
Kepler-648 b,Kepler-648,17.4211749,3.22,10.5
Kepler-758 c,Kepler-758,4.75793986,1.69,3.5
Kepler-436 b,Kepler-436,64.00205,2.73,7.9
Kepler-50 c,Kepler-50,9.37647,2.17,8.2
Kepler-509 b,Kepler-509,41.74600392,2.49,6.76
Kepler-491 b,Kepler-491,4.22538451,8.92,59.0
Kepler-549 d,Kepler-549,24.61480613,4.2,16.4
Kepler-596 b,Kepler-596,21.30022655,3.46,11.8
Kepler-341 c,Kepler-341,8.01041,1.7,3.53
Kepler-342 b,Kepler-342,15.170318,2.25,5.69
Kepler-433 b,Kepler-433,5.33408384,16.25,896.24
Kepler-437 b,Kepler-437,66.65062,2.14,5.22
Kepler-442 b,Kepler-442,112.3053,1.34,2.36
Kepler-445 c,Kepler-445,4.871229,2.51,6.85
Kepler-663 b,Kepler-663,4.99678284,2.6,7.27
Kepler-664 b,Kepler-664,2.52559332,2.66,7.56
K2-277 b,K2-277,6.326768,2.186,5.42
K2-57 b,K2-57,9.0073,2.309,5.94
Kepler-685 b,Kepler-685,1.6255222,10.58,78.8
Kepler-691 b,Kepler-691,8.114379,2.09,5.02
Kepler-756 b,Kepler-756,1.22486632,1.12,1.46
Kepler-346 c,Kepler-346,23.851549,3.07,9.64
Kepler-489 b,Kepler-489,17.27629612,7.72,46.1
Kepler-51 d,Kepler-51,130.194,9.7,7.6
Kepler-46 b,Kepler-46,33.60134,9.057,1907.0
Kepler-460 c,KIC 5437945,220.1303357,5.52,26.1
Kepler-511 c,Kepler-511,26.62949944,4.21,16.5
Kepler-991 b,Kepler-991,82.5342519,2.54,6.99
Kepler-967 b,Kepler-967,13.22713379,2.35,6.12
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,,13.1,1090.15144
Kepler-553 c,Kepler-553,328.24017,11.579,2129.45033
Kepler-322 c,Kepler-322,4.337234,1.67,3.43
Kepler-436 c,Kepler-436,16.79713874,2.33,6.04
Kepler-521 b,Kepler-521,22.20813214,3.18,10.2
Kepler-1957 b,Kepler-1957,2.18662,0.944,0.79
Kepler-1609 b,Kepler-1609,114.34219,2.22,5.56
Kepler-141 c,Kepler-141,7.010606,1.41,2.57
Kepler-1417 b,Kepler-1417,20.3505213,1.0,0.972
Kepler-15 b,Kepler-15,4.942782,10.76,209.76
Kepler-150 b,Kepler-150,3.428054,1.25,2.1
Kepler-1559 b,Kepler-1559,0.97191543,0.72,0.299
Kepler-319 d,Kepler-319,31.781925,2.29,5.86
Kepler-722 b,Kepler-722,4.09357325,2.63,7.41
Kepler-1785 b,Kepler-1785,19.58550072,2.704,7.77
Kepler-177 b,Kepler-177,36.8601,3.5,5.84
Kepler-1833 b,Kepler-1833,6.8921299,1.3,2.24
Kepler-184 b,Kepler-184,10.687576,2.36,6.17
Kepler-185 c,Kepler-185,20.729042,2.02,4.74
Kepler-953 b,Kepler-953,88.40655258,4.21,16.5
Kepler-955 b,Kepler-955,14.53244172,3.13,9.96
Kepler-1625 b,Kepler-1625,287.378949,6.06,30.6
Kepler-164 e,Kepler-164,94.886902,4.24,16.7
Kepler-162 c,Kepler-162,19.446355,3.03,9.43
Kepler-1744 b,Kepler-1744,37.10110092,3.768,13.6
Kepler-1769 b,Kepler-1769,89.1934967,4.465,18.2
HATS-22 b,HATS-22,4.7228124,10.682,870.8542
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,14.1,210.0
TOI-969 b,TOI-969,1.8237305,2.765,9.1
HD 124330 b,HD 124330,270.66,14.0,238.37131
HIP 38594 b,HIP 38594,60.722,2.77,8.1
GJ 667 C f,GJ 667 C,39.026,1.45,2.7
HATS-62 b,HATS-62,3.2768837,11.825,56.89157
GJ 667 C b,GJ 667 C,7.203,2.25,5.68
TOI-836 c,TOI-836,8.59545,2.587,9.6
HD 260655 b,HD 260655,2.76953,1.24,2.14
Kepler-342 c,Kepler-342,26.234138,1.96,4.5
Kepler-343 b,Kepler-343,8.96855,2.41,6.39
Kepler-323 b,Kepler-323,1.678328,1.381,3.9
Kepler-344 c,Kepler-344,125.596809,2.95,9.01
Kepler-346 b,Kepler-346,6.511127,2.66,7.56
WASP-148 b,WASP-148,8.803809,8.474,91.21675
K2-268 b,K2-268,2.151676,1.5,2.86
Kepler-217 c,Kepler-217,8.586004,1.85,4.08
Kepler-220 c,Kepler-220,9.034199,1.57,3.09
Kepler-1588 b,Kepler-1588,7.84931739,0.76,0.363
Kepler-208 e,Kepler-208,16.259458,1.48,2.79
Kepler-221 e,Kepler-221,18.369917,2.63,7.41
Kepler-1148 b,Kepler-1148,1.10446351,1.69,3.5
Kepler-1161 b,Kepler-1161,10.71252541,2.13,5.18
Kepler-1168 b,Kepler-1168,55.8226539,2.5,6.8
Kepler-1186 b,Kepler-1186,16.07677615,2.23,5.6
Kepler-1181 c,Kepler-1181,8.93484887,1.83,4.01
Kepler-1643 b,Kepler-1643,5.342657,2.32,5.99
Kepler-1860 b,Kepler-1860,12.73719978,1.139,1.55
Kepler-1263 b,Kepler-1263,4.55139967,1.14,1.55
Kepler-1254 b,Kepler-1254,9.99113313,1.55,3.02
Kepler-1407 b,Kepler-1407,20.0711504,2.25,5.69
Kepler-191 c,Kepler-191,17.738506,1.86,4.12
Kepler-1912 b,Kepler-1912,6.05921984,1.357,2.41
Kepler-192 b,Kepler-192,9.926746,2.74,7.95
Kepler-223 c,Kepler-223,9.84564,3.44,5.1
Kepler-224 b,Kepler-224,3.132924,1.39,2.51
Kepler-223 b,Kepler-223,7.38449,2.99,7.4
Kepler-1414 b,Kepler-1414,3.51576315,1.23,2.04
Kepler-1416 b,Kepler-1416,1.49514952,0.88,0.615
Kepler-197 e,Kepler-197,25.209715,0.91,0.693
Kepler-1965 b,Kepler-1965,41.86869812,1.354,2.4
Kepler-197 d,Kepler-197,15.677563,1.22,1.98
Kepler-230 c,Kepler-230,91.773242,2.04,4.82
Kepler-239 b,Kepler-239,11.763051,2.33,6.04
Kepler-251 c,Kepler-251,16.514043,2.77,8.1
Kepler-253 d,Kepler-253,18.119869,3.17,10.2
Kepler-95 b,Kepler-95,11.5231,3.42,13.0
Kepler-325 b,Kepler-325,4.544439,2.91,8.8
Kepler-335 c,Kepler-335,67.844469,3.07,9.64
Kepler-324 c,Kepler-324,51.805612,3.15,10.1
Kepler-338 d,Kepler-338,44.431014,3.0,9.27
Kepler-942 b,Kepler-942,44.96417488,2.13,5.18
Kepler-1223 b,Kepler-1223,16.301259,1.22,1.98
Kepler-201 b,Kepler-201,25.672083,2.46,6.62
Kepler-202 c,Kepler-202,16.282493,1.85,4.08
Kepler-20 d,Kepler-20,77.611455,2.606,13.4
Kepler-206 d,Kepler-206,23.44281,1.19,1.81
Kepler-208 b,Kepler-208,4.22864,1.63,3.29
Kepler-259 b,Kepler-259,8.115317,2.8,8.25
Kepler-260 c,Kepler-260,76.050178,1.74,3.68
Kepler-27 d,Kepler-27,6.54628992,2.706,7.78
Kepler-277 c,Kepler-277,33.006,3.36,64.2
Kepler-28 c,Kepler-28,8.99,1.857,2.06
Kepler-36 b,Kepler-36,13.86825,1.498,3.83
Kepler-360 b,Kepler-360,3.289672,1.65,3.36
Kepler-363 c,Kepler-363,7.542427,1.69,66.4
Kepler-352 d,Kepler-352,6.88727999,0.806,0.449
Kepler-370 c,Kepler-370,19.02293,1.91,4.31
Kepler-1317 b,Kepler-1317,0.56887443,1.56,3.05
HAT-P-30 b,HAT-P-30,2.8106,16.141,263.7989
K2-29 b,K2-29,3.2588321,13.339,232.0159
HIP 41378 d,HIP 41378,1114.0,3.96,14.9
KELT-17 b,KELT-17,3.0801716,17.094,416.3573
TOI-2458 c,TOI-2458,16.553,3.18,10.22
K2-352 b,K2-352,3.665912,1.37,2.45
TOI-4600 c,TOI-4600,482.8191,9.42,2946.26933
TOI-178 f,TOI-178,15.231915,2.287,7.72
WASP-62 b,WASP-62,4.41195,14.796,165.2716
TOI-1347 c,TOI-1347,4.841962,1.6,6.4
HIP 113103 c,HIP 113103,14.245648,2.4,6.35
HIP 94235 b,HIP 94235,7.713057,3.0,379.0
HIP 9618 b,HIP 9618,20.772858,3.828,8.3
HIP 9618 c,HIP 9618,52.56363,3.429,7.0
K2-4 b,K2-4,10.003417,2.1,5.06
K2-27 b,K2-27,6.771315,4.48,30.9
HIP 41378 e,HIP 41378,131.0,5.51,26.0
K2-268 c,K2-268,9.327527,2.69,7.7
Kepler-1233 b,Kepler-1233,45.1263042,2.6,7.27
Kepler-292 c,Kepler-292,3.715335,1.47,2.76
Kepler-292 f,Kepler-292,20.834237,2.35,6.12
Kepler-282 e,Kepler-282,44.347,3.1,56.2
Kepler-295 d,Kepler-295,33.884054,1.36,2.42
Kepler-305 d,Kepler-305,16.74,2.76,6.2
Kepler-1487 c,Kepler-1487,35.8007112,7.97,48.7
Kepler-1294 b,Kepler-1294,115.6862258,3.19,10.3
TOI-2368 b,TOI-2368,5.1750073,10.839,206.58846
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,,12.9,1382.55357
GJ 667 C c,GJ 667 C,28.14,1.77,3.8
Kepler-1302 b,Kepler-1302,8.83922659,1.43,2.63
Kepler-1348 b,Kepler-1348,27.5722742,1.94,4.42
TOI-1235 b,TOI-1235,3.444714,1.69,6.69
HD 158259 c,HD 158259,3.432,2.23,5.6
WASP-65 b,WASP-65,2.3114243,12.464,492.62
K2-3 c,K2-3,24.646729,1.582,2.68
HAT-P-56 b,HAT-P-56,2.79083,16.926,734.1873
TOI-3884 b,TOI-3884,4.5445828,6.43,32.59
NGTS-8 b,NGTS-8,2.4997,12.218,295.5819
Kepler-1110 b,Kepler-1110,9.69312032,2.66,7.56
Kepler-1286 b,Kepler-1286,11.25402929,2.15,5.27
Kepler-136 b,Kepler-136,11.5789,2.05,19.8
HD 23472 d,HD 23472,3.97664,0.75,0.55
CoRoT-20 c,CoRoT-20,1675.0,12.2,5403.11
HIP 97166 b,HIP 97166,10.288914,2.48,19.1
WASP-193 b,WASP-193,6.2463345,16.41,44.17815
TOI-1296 b,TOI-1296,3.9443736,14.116,95.3
TOI-1823 b,TOI-1823,38.8,7.541,67.4
HD 56414 b,HD 56414,29.04992,3.71,13.3
TIC 139270665 c,TIC 139270665,1010.0,12.9,1554.18091
TOI-4336 A b,TOI-4336 A,16.336334,2.12,5.14
TOI-2364 b,TOI-2364,4.0197517,8.608,71.51139
TOI-1130 b,TOI-1130,4.074554,3.66,19.8
TOI-1181 b,TOI-1181,2.103189,17.026,374.71969
WASP-50 b,WASP-50,1.9551,13.07,466.8287
HAT-P-37 b,HAT-P-37,2.797436,13.204,371.528
K2-117 c,K2-117,5.444017,2.06,4.9
HD 25463 b,HD 25463,7.0491423,2.545,8.7
HD 25463 c,HD 25463,3.04405,1.364,4.3
TOI-1174 b,TOI-1174,8.95348768,2.562,32.0
GJ 357 d,GJ 357,55.661,2.34,6.1
GJ 806 b,GJ 806,0.9263237,1.331,1.9
V1298 Tau e,V1298 Tau,53.5,9.976,321.00669
HD 158259 d,HD 158259,5.1980814,2.18,5.41
HAT-P-4 b,HAT-P-4,3.056536,14.28,213.255
HAT-P-28 b,HAT-P-28,3.257215,13.585,198.953
HAT-P-29 b,HAT-P-29,5.72319,13.115,279.6904
TOI-1799 b,TOI-1799,7.09457086,1.642,4.0
TOI-5726.01,TOI-5726,5.49112522,2.554,7.05
Kepler-105 c,Kepler-105,7.12592,1.44,5.6
TOI-1758 b,TOI-1758,20.70507468,3.62,6.9
EPIC 206317286 c,EPIC 206317286,17.515472,2.094,5.03
K2-187 c,K2-187,2.871512,1.4,2.54
K2-170 b,K2-170,7.576544,1.418,2.6
K2-188 c,K2-188,7.810253,2.83,8.4
K2-119 b,K2-119,7.727283,2.53,6.94
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,,3.97,14.93794
WASP-8 c,WASP-8,4323.0,12.5,3003.37
2MASS J21252752-8138278 b,2MASS J21252752-8138278,,12.4,3813.94088
G 196-3 b,G 196-3,,12.0,8263.53858
HAT-P-16 b,HAT-P-16,2.77596,14.448,1332.605
Kepler-1331 b,Kepler-1331,0.78916165,1.05,1.16
KELT-6 c,KELT-6,1276.0,13.0,1179.1493
TOI-1135 b,TOI-1135,8.0277283,9.341,51.42
TOI-1759 b,TOI-1759,18.85019,3.14,10.8
TOI-532 b,TOI-532,2.3266508,5.82,61.5
TOI-892 b,TOI-892,10.62656,11.994,301.9385
K2-211 b,K2-211,0.669561,1.332,2.33
TIC 365102760 b,TIC 365102760,4.21285367,6.21,19.2
Kepler-25 d,Kepler-25,122.4,10.0,71.9
TOI-2019 b,TOI-2019,15.3444,5.333,34.4
TOI-1338 c,TOI-1338 A,215.79,10.3,75.4
Kepler-1330 b,Kepler-1330,10.10769068,1.65,3.36
GJ 667 C e,GJ 667 C,62.24,1.45,2.7
TOI-4791 b,TOI-4791,4.28088,12.442,734.18362
TrES-5 b,TrES-5,1.48224686,13.384,568.9157
HD 48948 c,HD 48948,38.06,2.6,7.27
TOI-1710 b,TOI-1710,24.283377,5.203,22.4
TOI-1516 b,TOI-1516,2.056014,15.244,1004.33777
HD 219134 b,HD 219134,3.092926,1.602,4.74
NGTS-24 b,NGTS-24,3.4678796,13.608,165.27077
TOI-5293 A b,TOI-5293 A,2.930289,11.9,170.4
TOI-3819 b,TOI-3819,3.2443141,13.137,352.78953
HD 17156 b,HD 17156,21.21663,12.33,1115.5833
K2-295 b,K2-295,4.024867,10.054,106.47305
NGTS-6 b,NGTS-6,0.882059,14.863,425.57437
HD 75784 b,HD 75784,341.2,13.8,317.83
K2-167 b,K2-167,9.978541,2.365,6.5
KOI-13 b,KOI-13,1.763588,16.948,2949.4624
WASP-39 b,WASP-39,4.0552842,14.93,88.989
Kepler-566 b,Kepler-566,18.42794624,2.15,5.27
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,,13.6,460.85119
61 Vir d,61 Vir,123.01,5.11,22.9
K2-19 c,K2-19,11.8993,4.1,10.8
TOI-270 c,TOI-270,5.6605731,2.355,6.15
K2-3 d,K2-3,44.55603,1.458,2.2
WASP-85 A b,WASP-85 A,2.6556777,13.899,402.05495
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,,13.7,400.46379
Kepler-1817 b,Kepler-1817,44.29919815,2.273,5.79
Kepler-1518 b,Kepler-1518,5.11177904,3.05,9.53
Kepler-1518 c,Kepler-1518,9.6310258,2.9,8.75
Kepler-1520 b,Kepler-1520,0.65355357,5.77,28.1
Kepler-1115 b,Kepler-1115,23.5540725,1.7,3.53
Kepler-1116 b,Kepler-1116,41.6977827,2.54,6.99
Kepler-1119 b,Kepler-1119,8.3265153,1.92,4.35
Kepler-1460 b,Kepler-1460,29.9633247,1.96,4.5
Kepler-1536 b,Kepler-1536,364.758031,3.14,10.0
Kepler-1538 b,Kepler-1538,175.138819,2.82,8.35
Kepler-1962 b,Kepler-1962,7.99145985,1.215,1.95
Kepler-1122 b,Kepler-1122,42.1917357,2.04,4.82
Kepler-1357 b,Kepler-1357,3.0091324,1.28,2.18
Kepler-1150 b,Kepler-1150,2.78786839,1.02,1.04
Kepler-1166 b,Kepler-1166,33.2406882,1.69,3.5
HD 112300 b,HD 112300,466.63,12.2,5031.22368
TOI-908 b,TOI-908,3.183792,3.186,16.137
TOI-3023 b,TOI-3023,3.9014971,16.432,197.05361
HD 149026 b,HD 149026,2.87589,8.295,120.7754
NGTS-5 b,NGTS-5,3.3569866,12.733,72.78307
TOI-3785 b,TOI-3785,4.6747373,5.14,14.95
TOI-3984 A b,TOI-3984 A,4.353326,7.9,44.0
TOI-5205 b,TOI-5205,1.630757,11.6,343.0
HIP 97166 c,HIP 97166,16.432,2.75,8.0
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,77.48,13.4,572.09113
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,,12.5,3248.20632
Kepler-1167 b,Kepler-1167,1.00393374,1.71,3.57
Kepler-1171 b,Kepler-1171,1.44259224,2.56,7.08
Kepler-118 c,Kepler-118,20.17202,7.68,45.7
Kepler-1180 b,Kepler-1180,16.8601286,1.99,4.62
Kepler-1195 b,Kepler-1195,8.49642241,2.08,4.98
Kepler-62 b,Kepler-62,5.714932,1.31,9.0
Kepler-431 b,Kepler-431,6.803,0.764,0.37
Kepler-22 b,Kepler-22,289.863876,2.1,9.1
Kepler-1225 b,Kepler-1225,7.01075434,1.82,3.97
Kepler-1230 b,Kepler-1230,9.95661537,2.71,7.8
Kepler-1375 b,Kepler-1375,3.3004192,1.74,3.68
TOI-1670 c,TOI-1670,40.74976,11.063,200.2319
TOI-1431 b,TOI-1431,2.650237,16.701,991.62463
HD 63433 b,HD 63433,7.1079384,2.164,37.3
K2-265 b,K2-265,2.36902,1.708,7.34184
HAT-P-11 b,HAT-P-11,4.888,4.36,25.0
EPIC 220674823 c,EPIC 220674823,13.33989,2.84,7.32
TOI-561 b,TOI-561,0.4465697,1.397,2.02
HAT-P-17 c,HAT-P-17,5584.0,13.1,1080.6
K2-237 b,K2-237,2.18053332,16.062,434.1536
KELT-21 b,KELT-21,3.6127647,17.777,1242.7153
CoRoT-5 b,CoRoT-5,4.0378962,15.558,148.42
TOI-1130 c,TOI-1130,8.3501898,13.0,336.0
K2-7 b,K2-7,28.6781,4.035,15.3
K2-203 b,K2-203,9.6952,1.265,2.14
Kepler-1380 b,Kepler-1380,10.3108245,1.43,2.63
Kepler-1390 b,Kepler-1390,6.48021673,1.18,1.76
Kepler-607 c,Kepler-607,39.67679977,2.76,8.05
Kepler-1165 c,Kepler-1165,29.96870041,3.361,11.2
Kepler-1913 b,Kepler-1913,14.1960001,1.519,2.92
Kepler-1638 b,Kepler-1638,259.33683,1.87,4.16
Kepler-1639 b,Kepler-1639,9.878482,2.58,7.18
Kepler-1411 b,Kepler-1411,86.1150888,2.82,8.35
Kepler-1413 b,Kepler-1413,13.1829642,1.82,3.97
Kepler-1418 b,Kepler-1418,22.4764425,1.66,3.39
Kepler-1867 b,Kepler-1867,9.88735962,1.16,1.65
Kepler-1915 b,Kepler-1915,13.83539963,3.218,10.4
Kepler-1923 b,Kepler-1923,52.60969925,1.96,4.5
Kepler-1490 b,Kepler-1490,92.4362973,3.04,9.48
Kepler-1491 b,Kepler-1491,16.5861762,1.51,2.89
Kepler-1551 b,Kepler-1551,24.4973698,2.66,7.56
Kepler-954 b,Kepler-954,16.78176602,2.32,5.99
Kepler-960 b,Kepler-960,3.12686223,2.29,5.86
Kepler-1548 b,Kepler-1548,124.828679,2.64,7.46
Kepler-1565 b,Kepler-1565,1.53818844,1.19,1.81
61 Vir b,61 Vir,4.215,2.11,5.1
