pl_name,hostname,pl_orbper,pl_rade,pl_bmasse
TOI-2236 b,TOI-2236,3.5315902,14.37,502.16888
TOI-2207 b,TOI-2207,8.001968,11.153,203.41018
TOI-733 b,TOI-733,4.884765,1.992,5.72
K2-54 b,K2-54,9.7833,2.612,7.33
TOI-1201 b,TOI-1201,2.4919863,2.415,6.28
TOI-3235 b,TOI-3235,2.59261842,11.4,211.35589
BD-14 3065 b,BD-14 3065 A,4.2889731,21.59,3932.0
Kepler-1226 b,Kepler-1226,17.2923453,1.45,2.7
Kepler-1305 b,Kepler-1305,13.5630972,1.88,4.19
TOI-2447 b,TOI-2447,69.33684,9.606,124.90656
Kepler-1366 b,Kepler-1366,2.16457097,1.43,2.63
Kepler-1362 b,Kepler-1362,136.205626,2.6,7.27
Kepler-1836 b,Kepler-1836,5.25416994,2.553,7.05
K2-366 b,K2-366,15.937039,2.359,6.16
K2-367 b,K2-367,20.645099,2.413,6.41
KELT-23 A b,KELT-23 A,2.255251,14.83,298.12454
Kepler-777 b,Kepler-777,5.72812599,1.47,2.76
Kepler-798 b,Kepler-798,13.71933369,2.39,6.3
Kepler-186 c,Kepler-186,7.267302,1.25,2.1
HD 216520 c,HD 216520,154.43,3.03,9.44
Kepler-1405 b,Kepler-1405,28.2274184,3.96,14.9
Kepler-1212 b,Kepler-1212,12.94130146,2.14,5.22
Kepler-166 c,Kepler-166,34.260281,2.38,6.26
Kepler-1216 b,Kepler-1216,4.37034536,1.39,2.51
Kepler-1903 b,Kepler-1903,17.0678997,2.286,5.85
Kepler-1065 c,Kepler-1065,2.37030743,1.6,3.19
TOI-2583 A b,TOI-2583 A,4.5207265,14.46,79.4571
Kepler-1055 b,Kepler-1055,2.29503623,1.23,2.04
Kepler-1090 c,Kepler-1090,42.42720032,3.293,10.9
Kepler-1969 b,Kepler-1969,6.64752007,1.682,3.47
Kepler-788 b,Kepler-788,8.39846269,2.55,7.04
Kepler-813 b,Kepler-813,19.12947337,2.14,5.22
Kepler-814 b,Kepler-814,6.1469851,2.12,5.14
Kepler-1838 b,Kepler-1838,12.14680004,1.66,3.4
Kepler-406 b,Kepler-406,2.42629,1.43,6.35
Kepler-790 b,Kepler-790,13.73469807,2.18,5.39
Kepler-1229 b,Kepler-1229,86.828989,1.4,2.54
Kepler-21 b,Kepler-21,2.7858212,1.639,7.5
Kepler-49 e,Kepler-49,18.596108,1.56,3.05
Kepler-1594 b,Kepler-1594,2.71603809,1.06,1.2
Kepler-18 b,Kepler-18,3.504725,2.0,6.9
Kepler-1615 b,Kepler-1615,47.3126192,2.06,4.9
Kepler-137 b,Kepler-137,8.436387,1.47,2.76
Kepler-1011 b,Kepler-1011,5.75322197,2.87,8.6
Kepler-1361 b,Kepler-1361,3.57554956,0.86,0.566
K2-65 b,K2-65,12.6475,1.58,3.12
K2-66 b,K2-66,5.06963,2.49,21.3
K2-376 b,K2-376,5.776475,1.736,3.66
Kepler-1979 b,Kepler-1979,18.5084526,29.33,
WASP-28 b,WASP-28,3.40883495,13.664,282.54945
WASP-55 b,WASP-55,4.46563,14.908,193.8763
Kepler-1656 c,Kepler-1656,1919.0,14.0,126.4
Kepler-302 c,Kepler-302,127.282184,12.45,
NGTS-12 b,NGTS-12,7.532806,11.747,66.10864
K2-198 b,K2-198,17.0428683,4.189,16.3
K2-217 b,K2-217,14.074524,3.579,12.5
K2-36 c,K2-36,5.340888,3.2,7.9
TOI-6255 b,TOI-6255,0.23818244,1.079,1.44
M62H b,M62H,0.13293503,,785.03617
GJ 328 b,GJ 328,3771.0,13.3,797.7493
HD 23472 e,HD 23472,7.90754,0.818,0.72
HD 207496 b,HD 207496,6.441008,2.25,6.1
GJ 649 b,GJ 649,600.1,10.8,81.99973
KOI-984 c,KOI-984,21.512,14.1,209.8
Kepler-274 c,Kepler-274,33.197861,1.84,4.04
Kepler-830 b,Kepler-830,11.29695137,1.7,3.53
Kepler-43 b,Kepler-43,3.0240949,13.664,1026.5909
Kepler-824 b,Kepler-824,4.51436633,1.87,4.16
TOI-2088 b,TOI-2088,124.72997,3.683,37.0
Kepler-1131 b,Kepler-1131,3.53232449,1.59,3.15
Kepler-850 b,Kepler-850,7.19303878,1.78,3.82
Kepler-1134 b,Kepler-1134,17.13263989,2.64,7.46
Kepler-838 b,Kepler-838,15.74957994,2.73,7.9
Kepler-816 b,Kepler-816,10.50682565,10.24,74.5
TOI-2084 b,TOI-2084,6.0784247,2.47,6.66
TOI-4527.01,TOI-4527,0.3994445,0.909,0.689
Kepler-827 b,Kepler-827,51.92927591,5.63,27.0
Kepler-819 b,Kepler-819,33.1995648,2.76,8.05
K2-129 b,K2-129,8.239493,1.04,1.12
Kepler-443 b,Kepler-443,177.6693,2.33,6.04
Kepler-305 c,Kepler-305,8.291,3.3,6.0
Kepler-829 b,Kepler-829,6.88337562,2.11,5.1
Kepler-832 b,Kepler-832,7.1396941,2.06,4.9
Kepler-47 c,Kepler-47,303.227,4.65,3.17
Kepler-1091 b,Kepler-1091,1.43474156,1.46,2.73
Kepler-821 b,Kepler-821,1.92279873,1.31,2.27
Kepler-83 c,Kepler-83,20.09,2.36,11.4
Kepler-187 b,Kepler-187,4.938864,1.41,2.57
Kepler-823 b,Kepler-823,4.16809082,1.57,3.09
Kepler-1094 b,Kepler-1094,78.1000231,3.18,10.2
Kepler-1138 b,Kepler-1138,3.17060005,1.7,3.53
Kepler-1152 b,Kepler-1152,1.64680191,0.87,0.59
Kepler-1176 b,Kepler-1176,24.1738579,2.45,6.57
Kepler-771 b,Kepler-771,8.73485836,1.82,3.97
Kepler-941 b,Kepler-941,17.42395198,3.08,9.69
Kepler-951 b,Kepler-951,71.52530845,5.59,26.7
Kepler-1153 b,Kepler-1153,1.75583533,1.73,3.64
Kepler-1178 b,Kepler-1178,31.80634,1.07,1.24
Kepler-1247 b,Kepler-1247,13.71220213,2.33,6.04
Kepler-267 b,Kepler-267,3.353728,1.98,37.9
Kepler-1149 b,Kepler-1149,3.73089898,1.44,2.67
Kepler-1154 b,Kepler-1154,5.1856142,2.34,6.08
Kepler-450 d,Kepler-450,7.51464,0.837,17.6
Kepler-1151 b,Kepler-1151,65.6478424,2.22,5.56
K2-228 b,K2-228,2.69828,1.21,1.92
K2-386 b,K2-386,7.473223,2.32,5.99
TOI-5398 c,TOI-5398,4.77271,3.52,11.8
TOI-1416 b,TOI-1416,1.0697568,1.62,3.48
TOI-5803 b,TOI-5803,5.38305,3.273,10.7
TOI-1670 b,TOI-1670,10.98462,2.06,41.31769
TOI-6651 b,TOI-6651,5.056973,5.09,61.0
HIP 113103 b,HIP 113103,7.610303,1.829,4.0
EPIC 201754305 d,K2-16,2.71578,1.03,1.08
Kepler-1154 c,Kepler-1154,8.45808312,2.36,6.17
Kepler-846 b,Kepler-846,19.80792185,2.48,6.71
GJ 273 c,GJ 273,4.7234,1.06,1.18
Kepler-871 b,Kepler-871,22.0459018,3.74,13.5
Kepler-967 c,Kepler-967,198.7112502,3.65,12.9
Kepler-321 b,Kepler-321,4.915379,1.77,3.78
WASP-74 b,WASP-74,2.13775,15.244,228.8376
WASP-66 b,WASP-66,4.08605,15.693,746.9005
TOI-1298 b,TOI-1298,4.537143,9.658,99.0
TOI-1439 b,TOI-1439,27.644,4.243,38.5
TOI-1898 b,TOI-1898,45.52234,9.396,129.0
TOI-4406 b,TOI-4406,30.08364,11.209,95.34852
TOI-5344 b,TOI-5344,3.792622,10.604,130.9453
TOI-1694 c,TOI-1694,393.1,13.8,297.0
Kepler-875 b,Kepler-875,27.5073799,2.9,8.75
K2-80 d,K2-80,28.867253,2.552,7.04
K2-389 c,K2-389,20.851337,2.04,4.82
TOI-1467 b,TOI-1467,5.97114713,1.92,9.0
TOI-1450 A c,TOI-1450 A,5.0688,1.13,1.527
Kepler-995 b,Kepler-995,28.26731672,2.7,7.75
Kepler-1442 b,Kepler-1442,81.4162941,3.93,14.7
Kepler-465 b,Kepler-465,9.94067247,2.95,9.01
Kepler-1157 b,Kepler-1157,4.45743164,1.09,1.32
Kepler-866 b,Kepler-866,2.61703254,1.63,3.29
Kepler-1160 b,Kepler-1160,7.97034958,2.14,5.22
Gaia22dkvL b,Gaia22dkvL,,14.1,187.83659
TOI-431 b,TOI-431,0.490047,1.28,3.07
Kepler-1028 b,Kepler-1028,2.51462432,1.33,2.33
Kepler-1989 b,Kepler-1989,10.16102353,4.62,19.3
Kepler-792 b,Kepler-792,11.30119217,1.96,4.5
Kepler-367 c,Kepler-367,53.578637,1.2,1.87
FU Tau b,FU Tau,,12.2,5085.28
XO-2 N b,XO-2 N,2.61586178,11.131,179.89178
HAT-P-2 c,HAT-P-2,8500.0,12.4,3400.76395
TOI-1751 b,TOI-1751,37.46852,2.951,19.5
Kepler-1030 b,Kepler-1030,19.32952416,2.48,6.71
Kepler-1217 b,Kepler-1217,2.03232507,1.99,4.62
Kepler-793 b,Kepler-793,4.24153639,1.37,2.45
Kepler-121 c,Kepler-121,41.008011,2.27,5.77
Kepler-227 b,Kepler-227,9.488015,3.11,9.85
TOI-836 b,TOI-836,3.81673,1.704,4.53
TOI-5634 A b,TOI-5634 A,2.2035373,10.42,588.0
Kepler-1221 b,Kepler-1221,12.00096042,1.88,4.19
TOI-329 b,TOI-329,5.70439,4.941,40.4
TOI-480 b,TOI-480,6.866196,2.854,20.8
TOI-1288 b,TOI-1288,2.6998279,4.968,44.1
NGTS-3 A b,NGTS-3 A,1.6753728,16.589,756.4354
TOI-5616 b,TOI-5616,2.002849,10.78,624.0
Kepler-338 c,Kepler-338,24.310856,2.34,6.08
Kepler-1126 b,Kepler-1126,108.593329,1.73,3.64
Kepler-1041 b,Kepler-1041,24.7576421,2.94,8.96
WASP-187 b,WASP-187,5.147878,18.383,254.264
GJ 1132 b,GJ 1132,1.62892911,1.192,1.83705
TOI-2977 b,TOI-2977,2.3505614,13.159,533.95172
NGTS-18 b,NGTS-18,3.05125,13.563,129.99182
Kepler-125 c,Kepler-125,5.774464,0.74,0.33
TOI-1422 b,TOI-1422,12.9972,3.96,9.0
TOI-1518 b,TOI-1518,1.902603,21.017,731.00534
TOI-4127 b,TOI-4127,56.39879,12.285,731.00534
WASP-31 b,WASP-31,3.4059096,17.363,151.916
TOI-2134 b,TOI-2134,9.2292005,2.69,9.13
WASP-22 b,WASP-22,3.53269,13.787,212.9461
HD 38529 c,HD 38529,2127.60566,12.5,3299.05886
GJ 9827 d,GJ 9827,6.20183,1.98,3.02
TOI-2010 b,TOI-2010,141.834025,11.814,408.72733
TOI-5786 b,TOI-5786,12.779107,8.54,73.0
K2-99 c,K2-99,522.2,12.6,2669.75862
KOBE-1 c,KOBE-1,29.671,3.56,12.4
WASP-189 b,WASP-189,2.724033,18.147,632.47853
TOI-622 b,TOI-622,6.402513,9.236,96.30201
Kepler-1031 b,Kepler-1031,1.22621732,0.87,0.59
rho CrB c,rho CrB,102.19,5.78,28.2
K2-38 c,K2-38,10.56103,2.49,7.4
TOI-763 c,TOI-763,12.2737,2.63,9.32
HD 137496 c,HD 137496,479.9,12.6,2434.5656
HD 3167 d,HD 3167,8.4112,1.92,4.33
HD 50554 b,HD 50554,1293.0,12.8,1859.29618
K2-412 b,K2-412,5.9382,2.116,5.13
K2-414 b,K2-414,4.3696,1.219,1.98
Kepler-1642 c,Kepler-1642,6.6513802,2.66,7.56
Kepler-1073 d,Kepler-1073,2.50476003,1.488,2.82
Kepler-375 c,Kepler-375,19.986326,2.65,7.51
Kepler-339 d,Kepler-339,10.558345,1.17,14.7
Kepler-879 b,Kepler-879,33.3855938,2.57,7.13
Kepler-228 b,Kepler-228,2.566546,1.53,2.96
Kepler-1843 b,Kepler-1843,25.54339981,2.709,7.8
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,,6.97,38.77507
Kepler-1977 b,Kepler-1977,4.53702121,1.66,3.39
K2-245 b,K2-245,11.89307,4.34,17.4
K2-280 b,K2-280,19.89526,7.5,37.1
Kepler-1978 b,Kepler-1978,10.84969477,2.67,7.61
Kepler-1254 d,Kepler-1254,5.72717226,1.31,2.27
K2-419 A b,K2-419 A,20.35847252,10.55,196.0
K2-334 b,K2-334,5.113981,5.65,27.2
K2-337 b,K2-337,16.273563,2.62,7.37
K2-37 d,K2-37,14.09189,2.73,7.9
K2-370 b,K2-370,2.14084,3.207,10.4
K2-372 b,K2-372,9.844077,2.945,8.98
K2-5 b,K2-5,5.73594,1.91,4.31
K2-59 b,K2-59,20.6921,2.41,6.39
KOI-351 b,KOI-351,7.008151,1.31,2.27
Kepler-106 d,Kepler-106,23.9802,0.95,8.1
KOI-94 d,KOI-94,22.342989,11.27,106.0
Kepler-1777 b,Kepler-1777,12.18420029,2.132,5.19
Kepler-1408 b,Kepler-1408,2.99793191,0.89,0.64
Kepler-1267 b,Kepler-1267,13.0313945,3.01,9.32
Kepler-898 b,Kepler-898,5.8706191,1.49,2.83
Kepler-166 d,Kepler-166,1.55400393,1.73,3.64
Kepler-1756 b,Kepler-1756,2.35575008,1.472,2.77
Kepler-1714 b,Kepler-1714,10.27530003,3.264,10.7
Kepler-1093 c,Kepler-1093,89.722292,1.96,4.5
Kepler-173 b,Kepler-173,4.263742,1.29,2.21
Kepler-1746 b,Kepler-1746,321.2120056,8.935,59.1
Kepler-176 d,Kepler-176,25.751974,2.51,15.2
Kepler-116 b,Kepler-116,5.968734,3.42,11.6
Kepler-176 e,Kepler-176,51.16579,1.45,2.7
Kepler-1774 b,Kepler-1774,59.77080154,3.182,10.2
Kepler-19 d,Kepler-19,62.95,5.06,22.5
Kepler-190 b,Kepler-190,2.019999,1.56,3.05
Kepler-493 b,Kepler-493,3.00387658,15.13,
KELT-4 A b,KELT-4 A,2.9895932,19.044,286.68266
TOI-1248 b,TOI-1248,4.3601561,6.808,27.4
TOI-1742 b,TOI-1742,21.269084,2.365,9.7
Kepler-228 d,Kepler-228,11.094286,4.04,15.4
Kepler-227 c,Kepler-227,54.418694,3.04,9.48
Kepler-237 c,Kepler-237,8.103636,2.08,4.98
Kepler-238 d,Kepler-238,13.233549,3.07,9.64
Kepler-238 e,Kepler-238,23.654,5.6,169.7
Kepler-1059 b,Kepler-1059,3.76419105,1.73,3.64
Kepler-746 b,Kepler-746,3.48159251,1.11,1.41
Kepler-1250 b,Kepler-1250,2.60754383,1.92,4.35
Kepler-857 b,Kepler-857,85.35129427,6.8,37.2
Kepler-187 c,Kepler-187,10.640263,2.67,7.61
Kepler-1870 b,Kepler-1870,3.60694003,2.101,5.07
Kepler-1635 b,Kepler-1635,469.63111,3.64,12.9
Kepler-1636 b,Kepler-1636,425.47785,3.23,10.5
Kepler-200 c,Kepler-200,10.222157,1.59,3.15
Kepler-1073 b,Kepler-1073,8.67888593,2.3,5.9
Kepler-310 b,Kepler-310,13.930698,1.19,1.81
Kepler-1907 c,Kepler-1907,14.86390018,1.155,1.63
Kepler-799 c,Kepler-799,15.19419956,2.781,8.15
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,,3.17,10.17051
TOI-561 e,TOI-561,77.144,2.517,12.4
WASP-29 b,WASP-29,3.92273,8.631,73.1009
GJ 806 c,GJ 806,6.64064,2.28,5.8
Kepler-1048 b,Kepler-1048,6.92101021,1.61,3.22
Kepler-605 c,Kepler-605,2.35895152,0.86,0.566
Kepler-842 b,Kepler-842,1.21956827,1.6,3.19
Kepler-1397 b,Kepler-1397,47.449955,1.72,3.61
Kepler-140 c,Kepler-140,91.353282,1.8,3.89
Kepler-841 b,Kepler-841,124.4198398,5.23,23.8
Kepler-1929 b,Kepler-1929,59.36249924,3.073,9.65
Kepler-193 b,Kepler-193,11.38848,2.39,6.3
Kepler-1932 b,Kepler-1932,0.52417702,1.515,2.91
Kepler-899 b,Kepler-899,19.17891293,2.68,7.65
Kepler-656 c,Kepler-656,5.25449393,1.41,2.57
Kepler-1297 b,Kepler-1297,1.68189002,0.97,0.871
Kepler-1237 b,Kepler-1237,84.5733226,2.86,8.55
Kepler-192 c,Kepler-192,21.2234,2.79,8.2
Kepler-142 c,Kepler-142,4.761702,2.86,8.55
Kepler-144 b,Kepler-144,5.885273,1.33,2.33
Kepler-1444 b,Kepler-1444,33.42035034,2.18,5.39
Kepler-1445 b,Kepler-1445,10.60052251,0.96,0.84
Kepler-1056 b,Kepler-1056,27.495606,3.01,9.32
Kepler-1976 b,Kepler-1976,4.95931924,12.21,
Kepler-198 d,Kepler-198,1.31184443,1.53,2.96
Kepler-1994 b,Kepler-1994,4.61225043,0.51,0.087
Kepler-20 b,Kepler-20,3.6961049,1.773,9.7
Kepler-92 c,Kepler-92,26.723,2.6,6.1
Kepler-24 d,Kepler-24,4.244384,1.67,3.43
Kepler-317 b,Kepler-317,5.524242,2.09,109.8
Kepler-1022 b,Kepler-1022,10.99469878,2.36,6.17
Kepler-386 b,Kepler-386,12.31043,1.39,2.51
Kepler-240 c,Kepler-240,7.953528,2.2,102.3
Kepler-4 b,Kepler-4,3.21346,4.002,24.472
Kepler-246 b,Kepler-246,4.60182,2.34,6.08
Kepler-247 b,Kepler-247,3.33616,1.64,3.33
Kepler-1113 b,Kepler-1113,42.3004954,2.81,8.3
Kepler-1299 b,Kepler-1299,19.9400874,2.98,9.17
Kepler-203 c,Kepler-203,5.370647,2.47,749.9
Kepler-203 d,Kepler-203,11.32972,1.44,33.9
Kepler-201 c,Kepler-201,151.884058,2.85,8.5
Kepler-371 c,Kepler-371,67.968015,1.78,3.82
Kepler-403 b,Kepler-403,7.031462,1.25,2.1
Kepler-1999 b,Kepler-1999,8.7396758,3.29,10.8
Kepler-167 c,Kepler-167,7.406106,1.674,3.44
Kepler-1464 b,Kepler-1464,31.7785901,1.66,3.39
Kepler-1479 b,Kepler-1479,14.53261362,1.83,4.01
Kepler-196 d,Kepler-196,122.0800018,2.661,7.56
Kepler-1675 b,Kepler-1675,63.0382,3.125,9.93
Kepler-1677 b,Kepler-1677,22.064,2.702,7.76
Kepler-1241 b,Kepler-1241,18.5525701,2.63,7.41
CoRoT-6 b,CoRoT-6,8.886593,13.068,940.74
Kepler-1248 b,Kepler-1248,7.46725407,1.18,1.76
TOI-1288 c,TOI-1288,416.0,11.1,85.7
TOI-286 c,TOI-286,39.361826,1.88,3.72
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,,4.08,15.6
TOI-2497 b,TOI-2497,10.655669,11.142,1531.93292
Kepler-174 b,Kepler-174,13.98179,1.96,4.5
Kepler-1686 b,Kepler-1686,9.30987,1.426,2.62
Kepler-17 b,Kepler-17,1.4857108,14.68,778.65
Kepler-11 f,Kepler-11,46.6888,2.49,2.0
Kepler-1259 b,Kepler-1259,0.66308526,1.43,2.63
Kepler-1281 b,Kepler-1281,3.11602791,1.64,3.33
Kepler-1275 b,Kepler-1275,3.65691115,1.48,2.79
Kepler-184 d,Kepler-184,29.022358,2.49,6.76
Kepler-211 c,Kepler-211,6.04045,1.29,18.3
Kepler-212 b,Kepler-212,16.257582,1.09,1.32
Kepler-214 c,Kepler-214,28.7798,2.13,5.18
Kepler-219 d,Kepler-219,47.903645,2.81,19.1
Kepler-220 b,Kepler-220,4.159807,0.81,0.457
Kepler-130 b,Kepler-130,8.457458,1.02,1.04
Kepler-1300 b,Kepler-1300,22.2419092,1.37,2.45
Kepler-1370 c,Kepler-1370,7.44142113,1.27,2.15
Kepler-167 d,Kepler-167,21.80379,1.238,2.06
Kepler-1554 b,Kepler-1554,198.088774,2.9,8.75
Kepler-1570 b,Kepler-1570,26.548955,1.07,1.24
Kepler-1580 b,Kepler-1580,56.6449279,2.11,5.1
Kepler-1583 b,Kepler-1583,9.32807355,0.6,0.156
Kepler-1049 b,Kepler-1049,3.27346074,0.95,0.809
Kepler-403 c,Kepler-403,54.280749,1.75,3.71
Kepler-403 d,Kepler-403,13.61159129,1.42,2.6
Kepler-404 b,Kepler-404,11.829851,1.27,2.15
Kepler-405 b,Kepler-405,10.613839,2.08,4.98
Kepler-405 c,Kepler-405,29.726682,4.66,19.6
Kepler-1314 b,Kepler-1314,5.42474928,5.11,22.9
Kepler-1601 b,Kepler-1601,2.20921951,0.82,0.477
Kepler-1602 b,Kepler-1602,11.17931605,1.34,2.36
Kepler-1321 c,Kepler-1321,2.22649109,2.4,6.35
Kepler-311 c,Kepler-311,19.738286,1.43,2.63
Kepler-266 b,Kepler-266,6.61833,2.48,6.71
Kepler-1506 b,Kepler-1506,14.0329154,1.32,2.3
Kepler-267 c,Kepler-267,6.87745,2.13,5.18
Kepler-380 b,Kepler-380,3.930821,1.19,1.81
Kepler-379 b,Kepler-379,20.09838,1.66,3.39
Kepler-380 c,Kepler-380,7.630004,1.27,2.15
Kepler-381 b,Kepler-381,5.629021,0.99,0.937
BD+14 4559 b,BD+14 4559,268.94,13.8,330.5432
Kepler-1516 b,Kepler-1516,7.25931979,1.75,3.71
Kepler-1527 b,Kepler-1527,160.129918,4.77,20.4
Kepler-1528 b,Kepler-1528,1.79111021,1.46,2.73
Kepler-321 c,Kepler-321,13.093921,2.32,5.99
Kepler-145 b,Kepler-145,22.951,2.65,37.1
Kepler-1664 b,Kepler-1664,14.3868,3.033,9.45
Kepler-1669 d,Kepler-1669,4.72941177,1.22,1.98
HATS-66 b,HATS-66,3.1414391,15.816,1694.0339
HATS-69 b,HATS-69,2.2252577,10.593,183.38791
HD 108236 d,HD 108236,14.175685,2.539,6.98
TOI-2000 b,TOI-2000,3.09833,2.7,11.0
TOI-2096 b,TOI-2096,3.1190633,1.243,2.08
Kepler-1452 b,Kepler-1452,42.913751,2.7,7.75
Kepler-332 c,Kepler-332,15.995622,1.09,1.32
Kepler-598 b,Kepler-598,3.70175428,1.5,2.86
Kepler-297 d,Kepler-297,150.0189511,32.6,
Kepler-299 d,Kepler-299,15.054786,1.86,4.12
Kepler-1321 b,Kepler-1321,11.12830484,4.92,21.5
Kepler-1321 d,Kepler-1321,5.72092009,2.628,7.41
Kepler-903 b,Kepler-903,10.3507721,2.01,4.7
Kepler-322 b,Kepler-322,1.653888,1.01,1.01
Kepler-302 b,Kepler-302,30.184104,4.06,15.5
Kepler-431 c,Kepler-431,8.703,0.668,0.229
Kepler-432 c,Kepler-432,406.2,13.3,772.3269
Kepler-359 c,Kepler-359,57.68802,4.3,2.9
Kepler-1326 b,Kepler-1326,42.3514267,4.18,16.3
Kepler-1543 b,Kepler-1543,6.96710269,2.71,7.8
Kepler-1546 b,Kepler-1546,19.5974971,3.13,9.96
Kepler-450 b,Kepler-450,28.454851,6.14,19.4
Kepler-309 c,Kepler-309,105.356383,2.51,6.85
Kepler-318 c,Kepler-318,11.815007,3.68,13.1
Kepler-319 b,Kepler-319,4.362705,1.63,3.29
Kepler-479 b,Kepler-479,12.49341307,2.12,5.14
Kepler-1368 b,Kepler-1368,0.67564949,1.65,3.36
Kepler-6 b,Kepler-6,3.2346996,14.617,212.31044
Kepler-1458 b,Kepler-1458,47.9872764,2.76,8.05
Kepler-1404 b,Kepler-1404,15.9314739,2.01,4.7
Kepler-1123 b,Kepler-1123,4.33946454,1.67,3.43
Kepler-1125 b,Kepler-1125,17.6700642,1.84,4.04
Kepler-1531 b,Kepler-1531,1.13854338,1.11,1.41
Kepler-641 b,Kepler-641,9.48961571,1.85,4.08
Kepler-33 d,Kepler-33,21.77596,5.35,3.91
Kepler-33 f,Kepler-33,41.02902,4.46,9.6
Kepler-330 b,Kepler-330,8.25978,1.35,2.39
Kepler-1372 b,Kepler-1372,1.31155557,1.27,2.15
HD 75898 c,HD 75898,6717.0,12.6,2698.36318
Kepler-332 d,Kepler-332,34.21154,1.18,1.76
Kepler-46 d,Kepler-46,6.766589,1.64,3.33
Kepler-341 b,Kepler-341,5.195528,1.18,1.76
Kepler-341 d,Kepler-341,27.666313,1.85,4.08
Kepler-1132 b,Kepler-1132,62.8916228,2.35,6.12
